observation_date,NASDAQ100
2017-01-06,5007.080
2017-01-09,5024.900
2017-01-10,5035.170
2017-01-11,5050.210
2017-01-12,5041.430
2017-01-13,5059.510
2017-01-16,
2017-01-17,5044.650
2017-01-18,5055.850
2017-01-19,5051.170
2017-01-20,5063.200
2017-01-23,5065.700
2017-01-24,5101.060
2017-01-25,5151.470
2017-01-26,5156.920
2017-01-27,5168.060
2017-01-30,5129.330
2017-01-31,5116.770
2017-02-01,5152.690
2017-02-02,5147.700
2017-02-03,5161.600
2017-02-06,5167.960
2017-02-07,5185.880
2017-02-08,5196.580
2017-02-09,5212.160
2017-02-10,5226.690
2017-02-13,5256.820
2017-02-14,5271.070
2017-02-15,5302.390
2017-02-16,5300.640
2017-02-17,5324.720
2017-02-20,
2017-02-21,5350.730
2017-02-22,5352.130
2017-02-23,5332.370
2017-02-24,5343.310
2017-02-27,5347.550
2017-02-28,5330.310
2017-03-01,5390.990
2017-03-02,5363.260
2017-03-03,5373.480
2017-03-06,5360.310
2017-03-07,5351.280
2017-03-08,5359.800
2017-03-09,5363.980
2017-03-10,5385.900
2017-03-13,5394.570
2017-03-14,5382.170
2017-03-15,5416.250
2017-03-16,5412.080
2017-03-17,5408.760
2017-03-20,5413.310
2017-03-21,5332.530
2017-03-22,5367.550
2017-03-23,5355.140
2017-03-24,5364.000
2017-03-27,5374.270
2017-03-28,5407.210
2017-03-29,5430.270
2017-03-30,5439.740
2017-03-31,5436.230
2017-04-03,5432.200
2017-04-04,5440.410
2017-04-05,5418.520
2017-04-06,5420.880
2017-04-07,5418.370
2017-04-10,5421.680
2017-04-11,5398.400
2017-04-12,5377.030
2017-04-13,5353.590
2017-04-14,
2017-04-17,5399.200
2017-04-18,5391.660
2017-04-19,5399.640
2017-04-20,5443.530
2017-04-21,5442.050
2017-04-24,5508.030
2017-04-25,5548.190
2017-04-26,5541.090
2017-04-27,5571.280
2017-04-28,5583.530
2017-05-01,5629.630
2017-05-02,5644.070
2017-05-03,5625.160
2017-05-04,5626.320
2017-05-05,5646.090
2017-05-08,5659.070
2017-05-09,5678.310
2017-05-10,5681.680
2017-05-11,5674.220
2017-05-12,5686.810
2017-05-15,5704.480
2017-05-16,5724.440
2017-05-17,5580.550
2017-05-18,5626.310
2017-05-19,5651.560
2017-05-22,5699.400
2017-05-23,5703.350
2017-05-24,5730.300
2017-05-25,5778.370
2017-05-26,5788.360
2017-05-29,
2017-05-30,5794.630
2017-05-31,5788.800
2017-06-01,5816.510
2017-06-02,5881.460
2017-06-05,5878.120
2017-06-06,5856.770
2017-06-07,5877.590
2017-06-08,5885.300
2017-06-09,5741.940
2017-06-12,5708.180
2017-06-13,5751.820
2017-06-14,5727.070
2017-06-15,5700.890
2017-06-16,5681.480
2017-06-19,5772.220
2017-06-20,5726.310
2017-06-21,5782.390
2017-06-22,5779.870
2017-06-23,5803.110
2017-06-26,5777.590
2017-06-27,5671.600
2017-06-28,5753.030
2017-06-29,5653.020
2017-06-30,5646.920
2017-07-03,5596.960
2017-07-04,
2017-07-05,5648.820
2017-07-06,5597.900
2017-07-07,5656.470
2017-07-10,5694.150
2017-07-11,5709.800
2017-07-12,5778.950
2017-07-13,5793.360
2017-07-14,5838.080
2017-07-17,5839.740
2017-07-18,5880.100
2017-07-19,5916.160
2017-07-20,5921.220
2017-07-21,5921.520
2017-07-24,5941.370
2017-07-25,5930.650
2017-07-26,5950.730
2017-07-27,5917.030
2017-07-28,5908.920
2017-07-31,5880.330
2017-08-01,5895.170
2017-08-02,5914.230
2017-08-03,5891.200
2017-08-04,5899.910
2017-08-07,5934.730
2017-08-08,5926.350
2017-08-09,5919.390
2017-08-10,5788.190
2017-08-11,5831.530
2017-08-14,5908.170
2017-08-15,5907.730
2017-08-16,5917.420
2017-08-17,5796.320
2017-08-18,5790.910
2017-08-21,5786.540
2017-08-22,5873.330
2017-08-23,5851.780
2017-08-24,5834.440
2017-08-25,5822.530
2017-08-28,5838.080
2017-08-29,5862.140
2017-08-30,5932.900
2017-08-31,5988.600
2017-09-01,5987.900
2017-09-04,
2017-09-05,5932.730
2017-09-06,5951.130
2017-09-07,5964.310
2017-09-08,5913.370
2017-09-11,5980.530
2017-09-12,5995.640
2017-09-13,6004.380
2017-09-14,5968.820
2017-09-15,5988.000
2017-09-18,5981.120
2017-09-19,5991.080
2017-09-20,5973.600
