observation_date,NASDAQ100
1999-11-26,3116.620
1999-11-29,3063.230
1999-11-30,2966.710
1999-12-01,2997.280
1999-12-02,3108.470
1999-12-03,3172.370
1999-12-06,3191.090
1999-12-07,3205.080
1999-12-08,3164.080
1999-12-09,3167.520
1999-12-10,3203.280
1999-12-13,3242.370
1999-12-14,3167.290
1999-12-15,3239.180
1999-12-16,3332.310
1999-12-17,3359.860
1999-12-20,3390.010
1999-12-21,3528.530
1999-12-22,3562.290
1999-12-23,3590.280
1999-12-24,
1999-12-27,3598.510
1999-12-28,3579.950
1999-12-29,3689.680
1999-12-30,3683.670
1999-12-31,3707.830
2000-01-03,3790.550
2000-01-04,3546.200
2000-01-05,3507.310
2000-01-06,3340.810
2000-01-07,3529.600
2000-01-10,3717.410
2000-01-11,3544.350
2000-01-12,3478.140
2000-01-13,3612.080
2000-01-14,3704.740
2000-01-17,
2000-01-18,3757.780
2000-01-19,3790.890
2000-01-20,3841.740
2000-01-21,3849.960
2000-01-24,3660.960
2000-01-25,3759.110
2000-01-26,3621.210
2000-01-27,3593.150
2000-01-28,3446.130
2000-01-31,3570.050
2000-02-01,3701.780
2000-02-02,3724.460
2000-02-03,3851.160
2000-02-04,3874.370
2000-02-07,3933.340
2000-02-08,4062.770
2000-02-09,3968.460
2000-02-10,4090.000
2000-02-11,3968.890
2000-02-14,3986.130
2000-02-15,3997.030
2000-02-16,3997.970
2000-02-17,4125.380
2000-02-18,3965.750
2000-02-21,
2000-02-22,3969.130
2000-02-23,4170.090
2000-02-24,4253.050
2000-02-25,4178.580
2000-02-28,4162.130
2000-02-29,4266.940
2000-03-01,4309.010
2000-03-02,4234.260
2000-03-03,4442.870
2000-03-06,4457.180
2000-03-07,4390.830
2000-03-08,4445.680
2000-03-09,4586.260
2000-03-10,4587.160
2000-03-13,4426.800
2000-03-14,4226.990
2000-03-15,4130.010
2000-03-16,4353.330
2000-03-17,4440.450
2000-03-20,4261.150
2000-03-21,4449.330
2000-03-22,4596.810
2000-03-23,4660.620
2000-03-24,4691.610
2000-03-27,4704.730
2000-03-28,4583.390
2000-03-29,4413.920
2000-03-30,4250.190
2000-03-31,4397.840
2000-04-03,4077.020
2000-04-04,4034.170
2000-04-05,4030.260
2000-04-06,4086.730
2000-04-07,4291.530
2000-04-10,3998.260
2000-04-11,3909.210
2000-04-12,3633.630
2000-04-13,3553.810
2000-04-14,3207.960
2000-04-17,3529.450
2000-04-18,3715.810
2000-04-19,3583.070
2000-04-20,3505.290
2000-04-21,
2000-04-24,3353.530
2000-04-25,3621.560
2000-04-26,3505.710
2000-04-27,3692.570
2000-04-28,3773.180
2000-05-01,3829.840
2000-05-02,3627.310
2000-05-03,3562.160
2000-05-04,3570.730
2000-05-05,3688.360
2000-05-08,3521.600
2000-05-09,3445.260
2000-05-10,3244.730
2000-05-11,3381.570
2000-05-12,3406.250
2000-05-15,3512.110
2000-05-16,3646.890
2000-05-17,3550.500
